Status,Progress,Duration (in seconds),Finished,UserLanguage,StratAcadUES,EffortAcadUES,StratSportsUES,EffortSportsUES,StratParentUES,EffortParentUES,StratDietUES,EffortDietUES,EffortTeamUES,StratTeamUES,StratSalesUES,EffortSalesUES,StratRelationUES,EffortRelationUES,StratAcadUSE,EffortAcadUSE,StratSportsUSE,EffortSportsUSE,StratParentUSE,EffortParentUSE,StratDietUSE,EffortDietUSE,StratTeamUSE,EffortTeamUSE,StratSalesUSE,EffortSalesUSE,StratRelationUSE,EffortRelationUSE,EffortDim1_1,EffortDim1_2,EffortDim1_3,EffortDim2_1,EffortDim2_2,EffortDim2_3,EffortDim3_1,EffortDim3_2,EffortDim3_3,EffortDim4_1,EffortDim4_2,EffortDim4_3,StratDim1_1,StratDim1_2,StratDim1_3,StratDim2_1,StratDim2_2,StratDim2_3,StratDim3_1,StratDim3_2,StratDim3_3,StratDim4_1,StratDim4_2,StratDim4_3,Gender,Race,Race_6_TEXT,Age,Education,FL_134_DO,FL_133_DO,FL_111_DO,FL_26_DO
0,100,788,1,EN,3,5,5,3,5,2,6,6,6,6,3,3,4,5,,,,,,,,,,,,,,,3,2,8,2,2,1,8,8,1,1,9,7,7,4,6,5,4,6,7,7,6,6,4,5,1,"1,5",,31,6,FL_133,EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|EffortRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,567,1,EN,6,6,6,6,3,3,3,3,6,6,3,3,3,3,,,,,,,,,,,,,,,1,1,1,1,9,1,9,9,1,1,9,7,9,1,5,1,4,4,9,3,1,1,9,3,1,3,,21,4,FL_133,EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|StrategySalesDifficulty-UES|EffortSportsDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,862,1,EN,,,,,,,,,,,,,,,2,6,5,2,3,3,3,5,2,2,2,2,3,6,3,2,5,2,2,2,7,8,2,2,8,7,8,3,7,3,7,4,6,7,3,3,8,5,1,1,,22,4,FL_111,,EffortRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,504,1,EN,,,,,,,,,,,,,,,3,3,6,3,6,6,3,3,2,3,3,5,6,6,1,2,2,1,1,1,2,1,1,2,9,2,1,2,7,1,1,1,1,1,1,4,7,2,2,1,,36,3,FL_111,,StrategySalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,545,1,EN,,,,,,,,,,,,,,,5,5,6,3,6,6,2,5,5,5,5,5,6,6,2,2,5,2,8,2,5,8,2,2,5,8,2,2,5,2,8,2,5,8,2,2,5,8,1,"1,5",,38,5,FL_111,,EffortDietDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE|EffortTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,840,1,EN,,,,,,,,,,,,,,,3,3,3,3,2,2,2,2,5,5,2,5,2,2,2,1,9,1,5,3,9,7,4,1,9,5,4,1,9,1,6,3,9,7,4,3,8,5,2,3,,30,5,FL_111,,EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,348,1,EN,3,2,5,5,6,6,3,2,6,3,6,6,6,5,,,,,,,,,,,,,,,4,3,7,3,3,4,7,3,3,4,7,6,2,2,5,4,4,7,7,6,3,3,7,6,2,1,,26,5,FL_133,EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|StrategyDietDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|EffortAcademicDifficulty-UES|StrategySalesDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,744,1,EN,,,,,,,,,,,,,,,1,1,6,6,2,5,2,2,5,5,2,2,6,2,2,1,3,1,2,3,3,2,1,1,7,2,3,2,1,1,2,3,2,3,1,2,9,1,2,3,,28,6,FL_111,,StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,230,1,EN,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,8,9,7,8,9,8,8,7,8,9,8,7,8,9,8,8,8,8,8,8,7,8,9,1,3,,30,6,FL_111,,StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|EffortRelationshipDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,229,1,EN,,,,,,,,,,,,,,,5,3,1,3,5,3,1,3,3,1,4,4,5,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,3,,1996,4,FL_111,,EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,350,1,EN,,,,,,,,,,,,,,,2,3,2,3,3,5,3,2,5,5,2,2,3,3,1,1,9,1,8,2,8,8,1,1,9,8,6,1,8,2,6,3,7,2,5,5,8,3,2,1,,42,4,FL_111,,StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,446,1,EN,3,2,3,3,3,3,3,2,6,6,3,3,3,3,,,,,,,,,,,,,,,3,2,6,2,8,2,9,7,1,2,8,8,7,3,4,3,4,5,6,3,5,4,8,4,1,1,,41,4,FL_133,StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|EffortSportsDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,519,1,EN,,,,,,,,,,,,,,,2,6,6,6,3,3,2,5,5,3,2,6,6,6,4,3,7,2,3,3,6,2,2,2,7,8,6,4,8,5,7,6,6,5,5,4,8,6,1,2,,29,6,FL_111,,StrategyParentingDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortSalesDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySalesDifficulty-USE|StrategyDietDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,1007,1,EN,,,,,,,,,,,,,,,2,3,6,3,5,1,3,6,2,3,2,3,1,6,1,1,5,2,7,1,6,7,1,1,6,9,2,3,6,1,6,2,6,7,2,1,8,7,1,1,,25,5,FL_111,,StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|EffortRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|EffortParentingDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,268,1,EN,3,2,2,2,3,5,3,6,3,3,3,2,5,2,,,,,,,,,,,,,,,1,1,1,1,9,1,1,9,1,1,1,9,5,1,5,1,1,1,5,9,1,1,9,5,1,1,,29,5,FL_133,StrategyDietDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortParentingDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,443,1,EN,2,2,5,5,2,5,5,5,2,3,3,3,3,4,,,,,,,,,,,,,,,7,6,7,7,7,5,7,7,7,6,6,6,7,7,7,3,3,4,8,7,8,8,8,6,1,1,,27,7,FL_133,EffortSalesDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,366,1,EN,2,2,1,2,4,1,2,2,2,4,2,2,1,1,,,,,,,,,,,,,,,7,8,8,8,7,8,8,7,9,6,8,6,8,9,8,7,8,8,8,7,7,6,8,7,1,3,,1989,6,FL_133,StrategyAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortParentingDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortTeamworkDifficulty-UES|StrategySportsDifficulty-UES|EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortSportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,316,1,EN,6,6,5,5,2,2,6,6,3,3,3,3,3,3,,,,,,,,,,,,,,,2,1,7,1,9,1,6,9,1,1,9,9,6,2,8,1,3,6,8,6,6,2,9,6,1,3,,29,5,FL_133,EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|EffortTeamworkDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|StrategyParentingDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,975,1,EN,,,,,,,,,,,,,,,4,5,2,3,2,3,2,4,4,4,4,3,5,6,7,1,9,9,8,8,6,8,9,3,2,2,3,2,2,8,9,8,8,9,7,5,9,8,1,3,,2st may 1989,6,FL_111,,StrategySportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|StrategyAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortSalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,276,1,EN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,6,5,5,5,5,6,1,1,1,1,1,,27,3,FL_133,StrategySportsDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES|EffortAcademicDifficulty-UES|EffortDietDifficulty-UES|EffortRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|StrategyDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortSportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,281,1,EN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,1,1,,37,1,FL_133,EffortRelationshipDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortParentingDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategyDietDifficulty-UES|EffortSalesDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,811,1,EN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,3,3,7,3,7,3,7,7,3,3,7,7,4,4,6,4,5,3,7,7,4,4,7,7,2,6,Caucasian,55,5,FL_133,EffortSalesDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortRelationshipDifficulty-UES|EffortAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategySalesDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategyDietDifficulty-UES|StrategyRelationshipDifficulty-UES,,StrategyDimensions|EffortDimensions
0,100,186,1,EN,,,,,,,,,,,,,,,5,4,3,5,6,5,5,5,2,3,2,4,2,6,6,5,5,5,5,6,5,5,6,6,5,5,8,7,5,3,6,5,7,5,5,4,5,5,1,1,,28,6,FL_111,,EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortParentingDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,507,1,EN,,,,,,,,,,,,,,,4,5,2,2,6,6,5,5,5,5,5,5,2,2,2,2,6,1,6,2,8,6,2,2,7,4,8,1,5,2,2,5,8,6,4,2,8,4,1,1,,41,5,FL_111,,StrategyDietDifficulty-USE|EffortSalesDifficulty-USE|StrategyParentingDifficulty-USE|EffortParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortAcademicDifficulty-USE|EffortSportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,331,1,EN,,,,,,,,,,,,,,,5,5,5,5,3,3,5,5,2,2,2,2,6,6,2,2,8,2,9,2,8,8,2,2,8,8,8,2,7,2,5,8,8,7,5,2,8,5,1,1,,32,5,FL_111,,EffortRelationshipDifficulty-USE|StrategySalesDifficulty-USE|StrategyAcademicDifficulty-USE|EffortParentingDifficulty-USE|EffortSalesDifficulty-USE|EffortDietDifficulty-USE|EffortTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategyParentingDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|StrategyRelationshipDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,388,1,EN,3,3,6,6,6,6,3,3,6,6,3,3,3,3,,,,,,,,,,,,,,,8,2,8,1,9,1,9,9,1,1,9,9,9,1,9,1,9,1,9,9,1,1,9,9,2,1,,48,4,FL_133,EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySalesDifficulty-UES|StrategyDietDifficulty-UES|StrategyParentingDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyTeamworkDifficulty-UES|EffortAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|EffortSportsDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,450,1,EN,,,,,,,,,,,,,,,4,4,4,4,3,5,4,2,3,2,6,4,3,3,4,4,4,4,3,3,3,4,3,2,2,2,3,3,3,3,4,3,4,4,4,3,3,4,1,1,,27,4,FL_111,,StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategySportsDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE|EffortSportsDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|StrategyDietDifficulty-USE|StrategyParentingDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,1079,1,EN,,,,,,,,,,,,,,,2,3,2,2,5,5,5,5,2,5,2,2,6,6,1,1,9,1,9,1,9,9,1,1,9,1,1,1,9,1,9,1,9,9,1,1,9,9,2,1,,44,5,FL_111,,EffortSportsDifficulty-USE|StrategyParentingDifficulty-USE|StrategySportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyAcademicDifficulty-USE|EffortDietDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyDietDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,869,1,EN,6,5,5,2,2,2,5,6,2,3,3,3,5,5,,,,,,,,,,,,,,,1,1,,1,9,1,4,2,4,1,9,8,1,3,3,7,5,7,9,4,6,1,4,4,2,1,,42,4,FL_133,EffortSportsDifficulty-UES|EffortDietDifficulty-UES|StrategyRelationshipDifficulty-UES|EffortRelationshipDifficulty-UES|EffortSalesDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|EffortParentingDifficulty-UES|StrategySportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyParentingDifficulty-UES|EffortAcademicDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,1006,1,EN,3,2,3,3,2,2,4,2,2,2,3,3,3,3,,,,,,,,,,,,,,,9,8,9,8,9,8,8,9,8,9,8,7,7,9,6,7,9,6,6,8,8,7,9,5,1,3,,2st January 1984,6,FL_133,EffortRelationshipDifficulty-UES|StrategySportsDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyDietDifficulty-UES|EffortDietDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES|StrategyParentingDifficulty-UES|EffortParentingDifficulty-UES|StrategyAcademicDifficulty-UES|EffortSportsDifficulty-UES|EffortSalesDifficulty-UES|StrategySalesDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,935,1,EN,,,,,,,,,,,,,,,5,5,2,3,2,3,2,5,5,3,5,2,2,6,4,4,7,4,4,4,7,5,5,3,7,4,5,5,5,5,5,5,7,5,5,5,9,5,2,1,,55,5,FL_111,,EffortSportsDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategyAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortParentingDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortTeamworkDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,883,1,EN,,,,,,,,,,,,,,,2,3,2,3,4,5,2,3,3,2,5,2,2,2,7,6,2,6,5,7,7,4,5,3,8,5,2,3,7,3,2,6,7,5,4,6,5,6,2,1,,44,5,FL_111,,EffortParentingDifficulty-USE|EffortTeamworkDifficulty-USE|EffortDietDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortAcademicDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,550,1,EN,5,2,3,3,3,5,2,2,6,6,3,3,3,5,,,,,,,,,,,,,,,1,1,7,1,1,1,7,9,1,1,7,9,6,1,9,1,3,4,9,8,1,1,9,7,2,1,,40,3,FL_133,EffortSalesDifficulty-UES|StrategyParentingDifficulty-UES|EffortSportsDifficulty-UES|EffortTeamworkDifficulty-UES|StrategyAcademicDifficulty-UES|StrategySportsDifficulty-UES|EffortRelationshipDifficulty-UES|EffortDietDifficulty-UES|StrategyDietDifficulty-UES|StrategySalesDifficulty-UES|EffortParentingDifficulty-UES|EffortAcademicDifficulty-UES|StrategyTeamworkDifficulty-UES|StrategyRelationshipDifficulty-UES,,EffortDimensions|StrategyDimensions
0,100,631,1,EN,,,,,,,,,,,,,,,5,3,3,3,5,5,5,3,5,5,2,5,6,6,1,1,9,1,9,1,9,9,1,1,9,9,1,1,9,1,5,1,9,9,1,1,8,9,2,1,,34,3,FL_111,,StrategyDietDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|StrategySportsDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategyAcademicDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|EffortSalesDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,292,1,EN,,,,,,,,,,,,,,,6,6,3,3,5,5,5,5,2,2,5,5,6,6,1,1,5,3,3,5,5,5,3,3,2,3,3,4,4,4,5,4,5,5,4,4,3,4,2,1,,40,6,FL_111,,StrategySalesDifficulty-USE|EffortDietDifficulty-USE|EffortAcademicDifficulty-USE|StrategyParentingDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortRelationshipDifficulty-USE|StrategyRelationshipDifficulty-USE|StrategyAcademicDifficulty-USE|StrategyDietDifficulty-USE|EffortParentingDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|EffortTeamworkDifficulty-USE|EffortSalesDifficulty-USE,EffortDimensions|StrategyDimensions
0,100,257,1,EN,,,,,,,,,,,,,,,2,2,5,5,5,5,5,5,5,5,5,5,3,3,1,3,4,3,9,1,3,8,1,4,4,8,6,2,9,1,7,8,9,7,4,2,9,7,2,1,,27,5,FL_111,,StrategyDietDifficulty-USE|StrategySalesDifficulty-USE|StrategyParentingDifficulty-USE|StrategyAcademicDifficulty-USE|StrategySportsDifficulty-USE|EffortSportsDifficulty-USE|EffortSalesDifficulty-USE|EffortRelationshipDifficulty-USE|EffortDietDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortAcademicDifficulty-USE|EffortParentingDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE,StrategyDimensions|EffortDimensions
0,100,991,1,EN,,,,,,,,,,,,,,,5,3,6,3,5,3,5,3,5,3,2,4,6,6,1,1,9,1,9,1,9,9,1,1,9,9,5,2,9,1,9,1,9,9,1,1,9,9,2,1,,47,5,FL_111,,StrategyAcademicDifficulty-USE|StrategyTeamworkDifficulty-USE|EffortSalesDifficulty-USE|StrategyDietDifficulty-USE|EffortSportsDifficulty-USE|StrategySportsDifficulty-USE|StrategyRelationshipDifficulty-USE|EffortAcademicDifficulty-USE|EffortRelationshipDifficulty-USE|EffortTeamworkDifficulty-USE|StrategyParentingDifficulty-USE|StrategySalesDifficulty-USE|EffortParentingDifficulty-USE|EffortDietDifficulty-USE,StrategyDimensions|EffortDimensions
