"","id","aptadvicefail","aptexpectancyfail","aptadvicesucc","aptexpectancysucc","effortadvicefail","effortexpectancyfail","effortadvicesucc","effortexpectancysucc","stratadvisefail","stratexpectancyfail","stratadvicesucc","stratexpectancysucc","actions","investigate","invest","switch","transfer","expectancy","aptout","aptvar","aptuncon","effortout","effortvar","effortuncon","moodout","moodvar","mooduncon","stratout","stratvar","stratuncon","luckout","luckvar","luckuncon","taskout","taskvar","taskuncon","sms1","sms2","sms3","sms4","sms5","sms6","sms7","sms8","sms","smo1","smo2","smo3","smo","so1","so2","so3","so4","so","gender","race_1","race_2","race_3","race_4","race_4_text","race_5","race_7","age","education","scenario","valence","attribution","do-br-fl_26","do-bl-so","redo_val","redo_den","redo_final","method_val","method_den","method","bruteforce_val","bruteforce_den","bruteforce_final","tangiblerewards_val","tangiblerewards_den","tangiblerewards","threat_val","threat_den","threat","redo_den2","redo_val2","redo","bruteforce_den2","bruteforce_val2","bruteforce","race","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","locusout","variability","uncontrollability"
"152",155,NA,NA,NA,NA,NA,NA,"I would praise the employee for the work they have done. I would want to quickly show off this proposal to my superior, emphasizing that I helped this employee to develop this proposal.",10,NA,NA,NA,NA,"I would praise the employee for the work they have done. I would want to quickly show off this proposal to my superior, emphasizing that I helped this employee to develop this proposal.",0,0,0,0,10,4,6,2,4,2,6,2,6,5,3,6,5,5,3,3,6,5,5,4,2,5,1,3,2,4,3,3,3,6,4,4.333333333,4,2,1,3,2.5,1,NA,NA,NA,NA,NA,NA,NA,34,5,"Effort Scenario Success","Success","Effort","Effort Dimensions|Task Dimensions|Strategy Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions","Q90|SO2|SO3|SO1|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,2,NA,NA,6,4,2,6
"153",156,NA,NA,NA,NA,NA,NA,"I would speak with the employee about their work. I would compliment them and tell them that I wanted to use their proposal for a showcase because I was so impressed with their work.",9,NA,NA,NA,NA,"I would speak with the employee about their work. I would compliment them and tell them that I wanted to use their proposal for a showcase because I was so impressed with their work.",0,0,0,0,9,3,3,3,1,2,2,1,6,5,2,3,2,7,7,7,4,5,5,3,4,3,2,3,3,3,3,3,4,4,5,4.333333333,3,3,3,3,3,2,"White",NA,NA,NA,NA,NA,NA,30,4,"Effort Scenario Success","Success","Effort","Task Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO3|SO1|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,2,NA,NA,2,1,2,2
"154",157,"I would recommend that he consider moving to another department where his talents would be a better fit.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would recommend that he consider moving to another department where his talents would be a better fit.",0,0,1,1,3,1,2,6,1,7,1,1,7,3,1,7,1,7,7,7,7,7,5,3,3,3,2,3,3,3,3,2.875,5,4,4,4.333333333,3,5,3,4,3.75,2,"White",NA,NA,NA,NA,NA,NA,44,3,"Aptitude Scenario Fail","Fail","Aptitude","Mood Dimensions|Task Dimensions|Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions","Q90|SO1|SO3|SO2|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,2,NA,NA,6,NA,NA,1,2,6
"155",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would praise him for a job well done and take him out for dinner",11,"I would praise him for a job well done and take him out for dinner",0,0,0,0,11,2,2,2,1,4,4,1,4,2,2,2,2,7,6,3,7,6,5,4,4,3,2,3,4,3,3,3.25,3,6,5,4.666666667,4,3,3,4,3.5,1,"White",NA,NA,NA,NA,NA,NA,35,5,"Strategy Scenario Success","Success","Strategy","Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Task Dimensions|Strategy Dimensions","Q90|SO4|SO1|SO2|SO3",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,2,NA,NA,2,NA,2,2,2
"156",159,"I would make notes about my opinions for the employees upcoming performance review",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would make notes about my opinions for the employees upcoming performance review",0,0,0,0,3,1,4,3,1,2,1,1,7,6,1,4,1,7,7,7,7,7,5,3,3,4,2,3,4,4,4,3.375,2,2,2,2,4,3,3,4,3.5,2,"White",NA,NA,NA,NA,NA,NA,32,4,"Aptitude Scenario Fail","Fail","Aptitude","Task Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions","Q90|SO1|SO2|SO4|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,4,NA,NA,3,NA,NA,1,4,3
"157",160,"I WILL ASK THE REASON FROM HIS SIDE . AND THEN I WILL TAKE A ACTION TO HIM. THAT ACTION MAY WILL POSTPONED HIS PROMOTION AND INCENTIVES",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I WILL ASK THE REASON FROM HIS SIDE . AND THEN I WILL TAKE A ACTION TO HIM. THAT ACTION MAY WILL POSTPONED HIS PROMOTION AND INCENTIVES",1,0,0,0,7,1,4,3,1,1,1,2,3,3,1,2,3,6,5,6,2,1,5,4,3,4,4,2,3,5,4,3.625,5,5,4,4.666666667,3,4,5,5,4.25,1,NA,NA,"Native American/American Indian",NA,NA,NA,NA,35,5,"Aptitude Scenario Fail","Fail","Aptitude","Luck Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"Native American/American Indian",1,NA,NA,4,NA,NA,3,NA,NA,1,4,3
"158",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would go ahead full steam with it if it really is that good; that's the idea come up with the best one.",10,"I would go ahead full steam with it if it really is that good; that's the idea come up with the best one.",0,0,0,0,10,1,7,4,1,3,1,1,7,4,1,7,1,7,7,7,7,7,5,3,3,4,1,5,4,4,4,3.5,4,2,2,2.666666667,4,5,4,4,4.25,1,"White","Hispanic/Latino",NA,NA,NA,NA,NA,28,5,"Strategy Scenario Success","Success","Strategy","Effort Dimensions|Mood Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Task Dimensions","Q90|SO3|SO1|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"159",162,NA,NA,NA,NA,NA,NA,NA,NA,"I would reject the proposal and let my employee know why.",5,NA,NA,"I would reject the proposal and let my employee know why.",0,0,0,0,5,1,1,7,1,7,1,1,4,4,1,7,1,7,7,7,7,7,5,5,5,5,2,5,5,5,5,4.625,7,7,7,7,3,4,4,4,3.75,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,23,4,"Strategy Scenario Fail","Fail","Strategy","Effort Dimensions|Aptitude Dimensions|Strategy Dimensions|Mood Dimensions|Task Dimensions|Luck Dimensions","Q90|SO2|SO3|SO1|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"160",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would make sure that the employee gets proper credit on their proposal when I showcase it. And I would definitely consider them for future projects, and if they continued to do well -- maybe a raise or promotion/more responsibilities.",9,"I would make sure that the employee gets proper credit on their proposal when I showcase it. And I would definitely consider them for future projects, and if they continued to do well -- maybe a raise or promotion/more responsibilities.",0,1,0,0,9,3,3,4,2,5,2,1,6,2,3,5,3,6,5,7,6,2,5,3,4,4,2,4,4,4,4,3.625,6,6,6,6,4,4,4,4,4,2,"White",NA,NA,NA,NA,NA,NA,26,4,"Strategy Scenario Success","Success","Strategy","Task Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Luck Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"White",NA,3,NA,NA,5,NA,NA,3,NA,3,5,3
"161",164,NA,NA,NA,NA,"I would call him into my office, and let him know he did not do an acceptable job. I would try to then figure out when he did such a low quality job. I would demand he perform at a much higher level.",6,NA,NA,NA,NA,NA,NA,"I would call him into my office, and let him know he did not do an acceptable job. I would try to then figure out when he did such a low quality job. I would demand he perform at a much higher level.",1,0,0,0,6,1,6,1,1,7,1,1,7,3,3,7,4,4,7,4,4,4,5,4,4,4,2,4,4,4,4,3.75,6,6,6,6,4,4,4,4,4,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,29,5,"Effort Scenario Fail","Fail","Effort","Mood Dimensions|Luck Dimensions|Task Dimensions|Strategy Dimensions|Aptitude Dimensions|Effort Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hispanic/Latino",NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"162",165,"I would speak to the manager. I'd ask him to explain how he came up with the proposal, how he felt about it, etc.  I think that would help me to determine where he is lacking as far as his job goes.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would speak to the manager. I'd ask him to explain how he came up with the proposal, how he felt about it, etc.  I think that would help me to determine where he is lacking as far as his job goes.",1,0,0,0,4,2,6,2,1,7,1,1,6,4,6,7,6,6,6,7,4,5,5,4,4,3,2,4,3,4,4,3.5,5,6,5,5.333333333,3,3,3,3,3,2,"White",NA,NA,NA,NA,NA,NA,43,4,"Aptitude Scenario Fail","Fail","Aptitude","Strategy Dimensions|Task Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions|Aptitude Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,6,NA,NA,2,NA,NA,2,6,2
"163",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would allow the employee to present the proposal and make sure he or she gets all of the credit for doing a great job.",10,"I would allow the employee to present the proposal and make sure he or she gets all of the credit for doing a great job.",0,0,0,0,10,1,5,1,1,7,1,1,7,1,2,7,1,4,6,7,7,7,5,4,4,4,2,5,5,4,5,4.125,5,5,6,5.333333333,4,5,4,4,4.25,1,"White",NA,NA,NA,NA,NA,NA,47,6,"Strategy Scenario Success","Success","Strategy","Aptitude Dimensions|Strategy Dimensions|Effort Dimensions|Mood Dimensions|Task Dimensions|Luck Dimensions","Q90|SO4|SO2|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,7,NA,NA,1,NA,2,7,1
"164",167,NA,NA,NA,NA,NA,NA,"I would invite this employee to showcase the proposal with me as to make sure they are given the appreciation that they deserve. I want to point out to my superiors that this person has gone above and beyond to demonstrate the amount of effort and quality that our company desires within it's employees.",10,NA,NA,NA,NA,"I would invite this employee to showcase the proposal with me as to make sure they are given the appreciation that they deserve. I want to point out to my superiors that this person has gone above and beyond to demonstrate the amount of effort and quality that our company desires within it's employees.",0,0,0,0,10,1,1,1,1,3,1,1,5,1,1,7,1,4,7,7,7,7,5,4,4,4,2,5,4,5,5,4.125,7,7,7,7,4,3,3,4,3.5,1,"White",NA,NA,NA,NA,NA,NA,41,4,"Effort Scenario Success","Success","Effort","Luck Dimensions|Strategy Dimensions|Task Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions","Q90|SO3|SO2|SO1|SO4",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"White",NA,NA,1,NA,NA,3,NA,NA,1,1,3,1
"165",168,NA,NA,NA,NA,"I would have a private meeting with the employee and explain how his/her lack of productivity and poor quality of work is negatively affecting the company.  I would tell him/her that if the quality of their work does not improve, they may be subject to termination.",7,NA,NA,NA,NA,NA,NA,"I would have a private meeting with the employee and explain how his/her lack of productivity and poor quality of work is negatively affecting the company.  I would tell him/her that if the quality of their work does not improve, they may be subject to termination.",1,0,0,1,7,1,2,5,1,4,1,1,4,4,1,5,2,7,7,7,4,5,5,4,4,4,1,3,3,3,3,3.125,6,7,6,6.333333333,4,5,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,45,6,"Effort Scenario Fail","Fail","Effort","Strategy Dimensions|Luck Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Effort Dimensions","Q90|SO1|SO2|SO3|SO4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,4,NA,NA,1,1,4,1
"166",169,NA,NA,NA,NA,"I would ask the employee why they did not put in enough effort to accomplish the work. I would ask them how things are going, and if they are having trouble in their personal life. I would explain to them the importance of submitting quality work, and what happens if they fail to do so.",10,NA,NA,NA,NA,NA,NA,"I would ask the employee why they did not put in enough effort to accomplish the work. I would ask them how things are going, and if they are having trouble in their personal life. I would explain to them the importance of submitting quality work, and what happens if they fail to do so.",1,0,0,0,10,1,1,7,1,1,1,1,1,1,1,7,1,7,7,7,7,7,5,4,2,4,2,4,4,4,4,3.5,3,3,3,3,3,4,3,3,3.25,1,"White",NA,NA,NA,NA,"Black/African American",NA,33,6,"Effort Scenario Fail","Fail","Effort","Task Dimensions|Effort Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Mood Dimensions","Q90|SO3|SO1|SO2|SO4",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"Black/African American",NA,NA,1,NA,NA,1,NA,NA,1,1,1,1
"167",170,NA,NA,NA,NA,"I would be professional about it and decide to ask to talk to my employee and tell them that their work was not at the expected level and that they need to work harder in order to have a long future at this company.",7,NA,NA,NA,NA,NA,NA,"I would be professional about it and decide to ask to talk to my employee and tell them that their work was not at the expected level and that they need to work harder in order to have a long future at this company.",0,0,0,0,7,1,3,1,1,5,1,1,7,1,1,4,1,7,7,7,7,7,5,4,4,5,3,4,4,4,4,4,7,7,7,7,3,4,4,3,3.5,1,"White","Hispanic/Latino",NA,NA,NA,NA,NA,32,4,"Effort Scenario Fail","Fail","Effort","Task Dimensions|Luck Dimensions|Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Strategy Dimensions","Q90|SO3|SO4|SO1|SO2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,"Hispanic/Latino",NA,NA,1,NA,NA,5,NA,NA,1,1,5,1
"168",171,NA,NA,NA,NA,NA,NA,"I am not sure what you are asking? I think it is common sense that I would showcase this proposal.",10,NA,NA,NA,NA,"I am not sure what you are asking? I think it is common sense that I would showcase this proposal.",0,0,0,0,10,2,3,1,1,5,4,1,7,4,2,3,2,4,4,4,6,7,5,3,3,3,1,3,3,4,3,2.875,3,3,3,3,3,3,3,3,3,1,"White",NA,NA,NA,NA,NA,NA,49,5,"Effort Scenario Success","Success","Effort","Luck Dimensions|Strategy Dimensions|Mood Dimensions|Aptitude Dimensions|Effort Dimensions|Task Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,NA,1,NA,NA,5,NA,NA,4,1,5,4
"169",172,"I would politely decline his proposal. I also believe in giving useful and constructive feedback. I would sit him down and give 5 minutes of my time to convince him why his proposal was weak. I would still encourage him to try to develop ideas for the future and try again.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would politely decline his proposal. I also believe in giving useful and constructive feedback. I would sit him down and give 5 minutes of my time to convince him why his proposal was weak. I would still encourage him to try to develop ideas for the future and try again.",0,0,0,0,7,2,4,2,1,4,2,3,5,2,1,3,1,7,6,7,5,4,5,4,4,4,2,4,4,4,4,3.75,5,5,5,5,3,5,3,3,3.5,1,"White",NA,NA,NA,NA,NA,NA,32,5,"Aptitude Scenario Fail","Fail","Aptitude","Luck Dimensions|Task Dimensions|Strategy Dimensions|Effort Dimensions|Aptitude Dimensions|Mood Dimensions","Q90|SO1|SO2|SO4|SO3",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",2,NA,NA,4,NA,NA,2,NA,NA,2,4,2
"170",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Praise the employee and present the proposal",10,"Praise the employee and present the proposal",0,0,0,0,10,1,1,5,2,4,2,1,4,4,2,7,2,6,7,4,7,7,5,4,3,4,2,4,4,5,1,3.375,6,5,5,5.333333333,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,67,5,"Strategy Scenario Success","Success","Strategy","Luck Dimensions|Effort Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,7,NA,NA,2,NA,2,7,2
"171",175,NA,NA,NA,NA,"In this situation I would have to confront the employee. I would first ask them what is going on in their life. If they answer nothing why, then I will say there level of work is unacceptable. If their work had been consistent in the past then I would let it slip with a warning that they need to quickly improve their level of work. If that doesn't appear to be the case, then I would start looking into firing this particular employee.",7,NA,NA,NA,NA,NA,NA,"In this situation I would have to confront the employee. I would first ask them what is going on in their life. If they answer nothing why, then I will say there level of work is unacceptable. If their work had been consistent in the past then I would let it slip with a warning that they need to quickly improve their level of work. If that doesn't appear to be the case, then I would start looking into firing this particular employee.",1,0,1,1,7,2,5,3,3,2,1,1,7,5,1,1,1,1,6,7,1,7,5,4,4,5,2,4,5,4,4,4,7,7,6,6.666666667,4,4,5,4,4.25,1,"White",NA,NA,NA,NA,NA,NA,25,4,"Effort Scenario Fail","Fail","Effort","Aptitude Dimensions|Mood Dimensions|Effort Dimensions|Task Dimensions|Strategy Dimensions|Luck Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"White",NA,NA,3,NA,NA,2,NA,NA,1,3,2,1
"172",176,NA,NA,NA,NA,NA,NA,NA,NA,"I would be completely open and honest with them about my opinion of the proposal. I would try to provide constructive feedback and not make the employee feel bad. I would present it as a learning experience and something that is of value for their work in the future so as not to discourage them. I would try to support them and get them going in the right direction without putting too much pressure on them.",8,NA,NA,"I would be completely open and honest with them about my opinion of the proposal. I would try to provide constructive feedback and not make the employee feel bad. I would present it as a learning experience and something that is of value for their work in the future so as not to discourage them. I would try to support them and get them going in the right direction without putting too much pressure on them.",0,0,0,0,8,2,2,2,1,3,1,1,4,2,2,2,2,7,7,7,7,6,5,3,3,4,2,3,3,3,3,3,5,2,2,3,3,4,3,3,3.25,1,"White",NA,NA,NA,NA,NA,NA,24,3,"Strategy Scenario Fail","Fail","Strategy","Luck Dimensions|Aptitude Dimensions|Task Dimensions|Mood Dimensions|Strategy Dimensions|Effort Dimensions","Q90|SO4|SO2|SO1|SO3",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,2,NA,NA,2,NA,2,2,2
"173",177,"I would meet with the employee to explain why I was rejecting the proposal, and clarify my expectations with the employee.  I would offer to answer any questions they have to provide any support they need, but also make it clear that I expect the quality of their work to improve.",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would meet with the employee to explain why I was rejecting the proposal, and clarify my expectations with the employee.  I would offer to answer any questions they have to provide any support they need, but also make it clear that I expect the quality of their work to improve.",1,0,0,0,9,1,3,5,1,6,1,2,6,3,6,6,2,7,7,7,7,3,5,3,3,4,3,4,3,4,3,3.375,3,2,5,3.333333333,2,3,2,2,2.25,2,"White",NA,NA,NA,NA,NA,NA,29,5,"Aptitude Scenario Fail","Fail","Aptitude","Strategy Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions|Luck Dimensions|Effort Dimensions","Q90|SO1|SO2|SO3|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,3,NA,NA,5,NA,NA,1,3,5
"174",178,NA,NA,"First, I would definitely praise the employee for their great work on the proposal. I'd let them know how proud of them and how showcasing their work is something extraordinary and to keep up the good work because they can only go up from here.",11,NA,NA,NA,NA,NA,NA,NA,NA,"First, I would definitely praise the employee for their great work on the proposal. I'd let them know how proud of them and how showcasing their work is something extraordinary and to keep up the good work because they can only go up from here.",0,0,0,0,11,4,7,1,6,7,4,4,7,1,4,7,1,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,2,2,2.333333333,3,3,3,3,3,2,"White",NA,NA,NA,NA,NA,NA,36,5,"Aptitude Scenario Success","Success","Aptitude","Effort Dimensions|Luck Dimensions|Mood Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",4,NA,NA,7,NA,NA,1,NA,NA,4,7,1
"175",179,"Speak with the employee about the project and what went wrong.",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Speak with the employee about the project and what went wrong.",0,0,0,0,6,3,4,4,2,4,2,3,6,4,4,5,3,4,4,4,5,5,5,4,4,4,2,3,4,4,3,3.5,4,5,5,4.666666667,3,3,3,3,3,2,"White",NA,NA,NA,NA,NA,NA,25,5,"Aptitude Scenario Fail","Fail","Aptitude","Strategy Dimensions|Aptitude Dimensions|Effort Dimensions|Mood Dimensions|Task Dimensions|Luck Dimensions","Q90|SO3|SO2|SO4|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",3,NA,NA,4,NA,NA,4,NA,NA,3,4,4
"176",180,"I would speak with the employee and find out why the proposal quality was low.",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would speak with the employee and find out why the proposal quality was low.",1,0,0,0,7,1,7,1,1,7,1,1,7,1,1,7,1,7,7,7,4,7,5,5,5,5,2,4,4,4,5,4.25,2,4,5,3.666666667,3,4,3,4,3.5,2,"White",NA,NA,NA,NA,NA,NA,46,4,"Aptitude Scenario Fail","Fail","Aptitude","Effort Dimensions|Luck Dimensions|Task Dimensions|Aptitude Dimensions|Mood Dimensions|Strategy Dimensions","Q90|SO3|SO4|SO1|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,7,NA,NA,1,NA,NA,1,7,1
"177",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would propose this as planned. I would be sure to give my employee full credit for the proposal.",10,"I would propose this as planned. I would be sure to give my employee full credit for the proposal.",0,0,0,0,10,1,5,2,4,5,4,1,6,1,3,5,4,7,7,7,2,6,5,4,4,4,2,4,4,4,4,3.75,4,3,3,3.333333333,2,3,2,3,2.5,2,"White",NA,NA,NA,NA,NA,NA,47,4,"Strategy Scenario Success","Success","Strategy","Strategy Dimensions|Task Dimensions|Mood Dimensions|Luck Dimensions|Aptitude Dimensions|Effort Dimensions","Q90|SO1|SO3|SO4|SO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,3,NA,NA,5,NA,NA,4,NA,3,5,4
"178",182,NA,NA,NA,NA,"Tell them what I think. Ask them to do better next time. Give them another chance.",6,NA,NA,NA,NA,NA,NA,"Tell them what I think. Ask them to do better next time. Give them another chance.",0,0,0,0,6,2,3,5,1,6,2,1,7,4,1,4,1,7,1,7,6,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,32,4,"Effort Scenario Fail","Fail","Effort","Luck Dimensions|Aptitude Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions|Effort Dimensions","Q90|SO1|SO4|SO3|SO2",1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,"White",NA,NA,1,NA,NA,6,NA,NA,2,1,6,2
"179",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would showcase this plan to my company superiors.",10,"I would showcase this plan to my company superiors.",0,0,0,0,10,1,1,4,1,7,4,3,7,2,2,7,4,7,7,7,7,7,5,3,3,3,2,3,3,3,3,2.875,7,7,7,7,4,4,3,4,3.75,1,"White",NA,NA,NA,NA,NA,NA,31,5,"Strategy Scenario Success","Success","Strategy","Mood Dimensions|Effort Dimensions|Luck Dimensions|Strategy Dimensions|Aptitude Dimensions|Task Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",NA,2,NA,NA,7,NA,NA,4,NA,2,7,4
"180",184,NA,NA,NA,NA,NA,NA,NA,NA,"Call him in for a one on one meeting and get the point across to him that honestly he has to try harder or he will have to be replaced by someone better that does a more thorough job than he does.",3,NA,NA,"Call him in for a one on one meeting and get the point across to him that honestly he has to try harder or he will have to be replaced by someone better that does a more thorough job than he does.",0,0,1,1,3,6,6,6,1,1,1,4,5,3,1,7,1,7,7,7,3,4,5,2,3,4,3,2,3,4,3,3,4,3,4,3.666666667,4,3,3,2,3,1,NA,"Hispanic/Latino",NA,NA,NA,NA,NA,31,5,"Strategy Scenario Fail","Fail","Strategy","Strategy Dimensions|Luck Dimensions|Mood Dimensions|Aptitude Dimensions|Task Dimensions|Effort Dimensions","Q90|SO2|SO1|SO3|SO4",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,"Hispanic/Latino",NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"181",185,NA,NA,"I would tell the employee that their work was exemplary and would start putting things into place to try to implement their proposal and get others on board.",9,NA,NA,NA,NA,NA,NA,NA,NA,"I would tell the employee that their work was exemplary and would start putting things into place to try to implement their proposal and get others on board.",0,0,0,0,9,1,2,4,1,3,2,1,5,5,2,5,2,7,7,7,7,6,5,2,1,3,3,4,3,3,2,2.625,2,2,1,1.666666667,4,4,3,3,3.5,1,"White",NA,NA,NA,NA,NA,NA,37,5,"Aptitude Scenario Success","Success","Aptitude","Task Dimensions|Aptitude Dimensions|Strategy Dimensions|Luck Dimensions|Mood Dimensions|Effort Dimensions","Q90|SO2|SO4|SO3|SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"White",1,NA,NA,2,NA,NA,4,NA,NA,1,2,4
"182",187,"I'd have a meeting with them to discuss their work effort and their plans for their future in the company.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'd have a meeting with them to discuss their work effort and their plans for their future in the company.",0,0,0,0,4,2,7,5,1,7,2,1,7,4,3,7,1,7,7,7,5,7,5,4,4,4,2,5,5,5,5,4.25,5,5,3,4.333333333,4,4,4,4,4,1,"White",NA,NA,NA,NA,NA,NA,31,5,"Aptitude Scenario Fail","Fail","Aptitude","Effort Dimensions|Task Dimensions|Strategy Dimensions|Mood Dimensions|Luck Dimensions|Aptitude Dimensions","Q90|SO1|SO2|SO3|SO4",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,"White",2,NA,NA,7,NA,NA,5,NA,NA,2,7,5
