"","ID","Apt advice","Apt expectancy","Effort Advice","Effort Expectancy","Strat Advise","Strat Expectancy","Luck Advise","Luck Expectancy","Advice","Strategy_frequency","Strategy_factors","AptOut","AptVar","AptUncon","EffortOut","EffortVar","EffortUncon","MoodOut","MoodVar","MoodUncon","StratOut","StratVar","StratUncon","LuckOut","LuckVar","LuckUncon","TaskOut","TaskVar","TaskUncon","SMS1","SMS2","SMS3","SMS4","SMS5","SMS6","SMO1","SMO2","SMO3","MP1","MP2","MP3","MP4","SO1","SO2","SO3","SO4","SMS_mean","SMO_mean","MP_mean","SO_mean","Expectancy","Gender","Age","Education","Scenario","Effort_Dum","Strategy_Dum","SE_Dum","Justification","Detailed","Possibilities","Resources","Resources_withNotes","HelpingBeh","Prioritization","Quality","Method_Val","Method_Den","Method","BruteForce_Val","BruteForce_Den","Bruteforce_Final","SeekHelp_Val","SeekHelp_Den","SeekHelp","NoteTaking_Val","NoteTaking_Den","NoteTaking","BruteForcePure_Den","BruteForcePure_Val","BruteForce","Combined_Method","Convergent_Method","total_method","Total","Method_bin","BruteForce_bin","aptitude.locus","strategy.locus","effort.locus","aptitude.var","strategy.var","effort.var","aptitude.uncon","strategy.uncon","effort.uncon","LocusOut","Variability","Uncontrollability"
"71",104,NA,NA,"Read all of the material that the test will be based on at least three times. Write down anything that is unclear to you after doing the reading. Make an appointment with the professor and go over the things that you don't understand with them. Ask them for suggestions on how to understand their topic better. Go to the library and see if there is a study group for this course that you could join. Ask the librarian for tips on how to take good notes in class. There are probably a few books on that that you could check-out. All of this should improve your grade.",10,NA,NA,NA,NA,"Read all of the material that the test will be based on at least three times. Write down anything that is unclear to you after doing the reading. Make an appointment with the professor and go over the things that you don't understand with them. Ask them for suggestions on how to understand their topic better. Go to the library and see if there is a study group for this course that you could join. Ask the librarian for tips on how to take good notes in class. There are probably a few books on that that you could check-out. All of this should improve your grade.",NA,NA,2,5,5,1,6,1,1,7,1,4,6,2,7,7,7,5,5,4,5,5,4,2,5,4,6,6,6,3,4,4,5,3,4,3,3,4.6,6,4,3.25,10,2,66,6,"Effort",1,0,0,1,1,0.5,1,1,1,0,0.7,1,4,4,1,1,1,4,2,2,0,0,0,1,1,0,4,1,5,7,1,0,NA,NA,1,NA,NA,6,NA,NA,1,1,6,1
"72",105,NA,NA,NA,NA,"I could help you study if you need some help. I think that trying to memorize everything the teacher is saying isn't really helping you. I can help you find some other way that can get you to learn the material and ace the tests.",9,NA,NA,"I could help you study if you need some help. I think that trying to memorize everything the teacher is saying isn't really helping you. I can help you find some other way that can get you to learn the material and ace the tests.",NA,NA,1,5,3,1,5,1,1,7,2,3,7,1,6,6,7,7,5,2,5,5,4,2,4,5,4,5,5,4,5,4,3,4,5,3,4,4.6,4.66666666666667,4,4,9,2,33,5,"Strategy",0,1,1,0.5,0,0,1,1,0,0,0.3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,3,NA,NA,7,NA,NA,1,NA,3,7,1
"73",106,NA,NA,"You need to put more time into studying and your study materials.  I suggest going back over the topics or chapters to be covered and making detailed notes, then study from those notes.  Give yourself a couple of hours a night if you can.",6,NA,NA,NA,NA,"You need to put more time into studying and your study materials.  I suggest going back over the topics or chapters to be covered and making detailed notes, then study from those notes.  Give yourself a couple of hours a night if you can.",NA,NA,1,4,4,1,7,1,1,7,4,1,4,4,7,7,7,7,7,7,3,3,3,3,4,4,2,2,4,4,3,4,2,3,3,2,3,3.4,2.66666666666667,3.25,2.75,6,2,36,5,"Effort",1,0,0,0,1,0,1,1,0,0,0.4,0,0,0,2,3,3,0,0,0,1,0,0,1,1,0,0,3,3,3,0,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"74",107,"I would tell her to get a tutor that can work with her one on one and help her understand the material better.",2,NA,NA,NA,NA,NA,NA,"I would tell her to get a tutor that can work with her one on one and help her understand the material better.",NA,NA,1,2,6,1,7,1,1,7,7,1,7,1,7,7,7,7,7,7,3,3,3,3,3,3,1,1,1,3,4,4,2,4,5,4,4,3,1,3.25,4.25,2,2,29,5,"Aptitude",0,0,NA,1,0.5,0,1,1,1,0,0.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,2,NA,NA,6,NA,NA,1,2,6
"75",108,"I would ask how she goes about preparing for the test and look to see how well she takes notes.  I would try to target the specific areas of the subject which she is having the most difficulty.  I would try to break the subject matter down further or explain in greater detail to help her better understand the material. I would also recommend that she review different materials presented in different manners or perspectives which may aid in her comprehension.",6,NA,NA,NA,NA,NA,NA,"I would ask how she goes about preparing for the test and look to see how well she takes notes.  I would try to target the specific areas of the subject which she is having the most difficulty.  I would try to break the subject matter down further or explain in greater detail to help her better understand the material. I would also recommend that she review different materials presented in different manners or perspectives which may aid in her comprehension.",NA,NA,1,5,1,1,7,1,4,7,3,1,7,1,7,7,7,3,7,1,3,3,4,3,5,2,5,5,6,2,4,4,1,3,4,4,4,3.4,5.33333333333333,2.75,3.75,6,1,46,5,"Aptitude",0,0,NA,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,NA,NA,5,NA,NA,1,NA,NA,1,5,1
"76",109,NA,NA,"You should study a lot. You have to really pay more attention in class. You have to put in the effort. If you want to do well it is hard but you can do it.",9,NA,NA,NA,NA,"You should study a lot. You have to really pay more attention in class. You have to put in the effort. If you want to do well it is hard but you can do it.",NA,NA,2,2,6,1,2,2,1,6,4,2,4,6,6,5,6,6,5,5,3,2,3,2,3,2,2,3,4,3,3,3,2,2,3,3,2,2.6,3,2.75,2.5,9,2,44,4,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,NA,NA,1,NA,NA,2,NA,NA,2,1,2,2
"77",111,"I would advice amelia to study the previous study materials in detail. i would suggest her to try some of the methods i use for myself suc as learning in small chunks, memorizing the most important parts of the study such as dates, names, events (how and why and where they happened), who was involved and so on. if she has been having trouble understanding the overall material, then this would be the perfect method to try, and most importantly she must not memorize everything in one day, she needs to divide the study into several parts. this way she will enoug time to revise the previous old memorization which will make sure that whatever she studied and memorized will stay in her memory for extended period of time.",9,NA,NA,NA,NA,NA,NA,"I would advice amelia to study the previous study materials in detail. i would suggest her to try some of the methods i use for myself suc as learning in small chunks, memorizing the most important parts of the study such as dates, names, events (how and why and where they happened), who was involved and so on. if she has been having trouble understanding the overall material, then this would be the perfect method to try, and most importantly she must not memorize everything in one day, she needs to divide the study into several parts. this way she will enoug time to revise the previous old memorization which will make sure that whatever she studied and memorized will stay in her memory for extended period of time.",NA,NA,3,4,1,2,5,3,4,3,1,1,4,2,4,5,4,5,6,2,5,4,4,1,4,5,6,5,4,4,5,5,5,4,4,5,4,4.4,5,4.75,4.25,9,2,28,5,"Aptitude",0,0,NA,1,1,1,0,0,0,1,0.8,3,3,3,1,0,1,0,0,0,0,0,0,0,1,1,3,0,3,4,1,1,3,NA,NA,4,NA,NA,1,NA,NA,3,4,1
"78",113,NA,NA,NA,NA,"I would say to organize her study space and good planning, discuss with friends engaging in group studies, and explaining answers to each other.",10,NA,NA,"I would say to organize her study space and good planning, discuss with friends engaging in group studies, and explaining answers to each other.",NA,NA,6,6,5,5,4,5,5,6,6,5,5,6,3,5,5,4,5,5,5,4,5,2,3,4,6,5,6,4,4,3,4,4,5,5,4,4.2,5.66666666666667,3.75,4.5,10,1,30,5,"Strategy",0,1,1,0,0.5,0,1,1,0,0,0.3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,5,NA,NA,5,NA,NA,6,NA,5,5,6
"79",114,"I would tell her to make flashcards to help her solidify concepts and definitions in her memory. I would explain to her that memorization is not too difficult as long as she commits to it every day for a half hour.",11,NA,NA,NA,NA,NA,NA,"I would tell her to make flashcards to help her solidify concepts and definitions in her memory. I would explain to her that memorization is not too difficult as long as she commits to it every day for a half hour.",NA,NA,1,7,1,1,7,1,1,7,1,1,7,1,4,4,4,1,7,1,5,1,1,1,5,1,7,7,7,3,5,3,3,5,5,5,5,2.6,7,3.5,5,11,1,32,4,"Aptitude",0,0,NA,1,0.5,0,1,1,0,0,0.5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,1,NA,NA,7,NA,NA,1,NA,NA,1,7,1
"80",115,NA,NA,"you need to work harder. you're smart and can do well you just have to pay better attention and take it seriously and i know that you can do well.",10,NA,NA,NA,NA,"you need to work harder. you're smart and can do well you just have to pay better attention and take it seriously and i know that you can do well.",NA,NA,2,3,3,2,4,3,2,5,3,4,4,4,6,5,6,5,5,4,3,3,3,3,3,3,5,5,4,3,4,4,3,4,4,4,4,3,4.66666666666667,3.5,4,10,1,31,3,"Effort",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,2,0,0,0,2,0,1,NA,NA,2,NA,NA,4,NA,NA,3,2,4,3
"81",116,NA,NA,NA,NA,"I would advise Amelia to create flash cards with the information that she copied and to quiz herself using the flash cards. I would also advise her to create her own practice tests with the information she copied and take several practice tests and grade herself so she can identify where she is getting things wrong.",8,NA,NA,"I would advise Amelia to create flash cards with the information that she copied and to quiz herself using the flash cards. I would also advise her to create her own practice tests with the information she copied and take several practice tests and grade herself so she can identify where she is getting things wrong.",NA,NA,1,5,2,1,7,1,1,7,1,1,7,1,7,7,7,4,7,4,4,5,4,2,4,4,5,5,4,5,5,4,4,5,3,5,5,4.2,4.66666666666667,4.5,4.5,8,1,36,4,"Strategy",0,1,1,1,1,0,1,1,0,0,0.6,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"82",117,NA,NA,NA,NA,"I am not the best at taking tests either, but I would advise you do not try to memorize everything and just try to remember the important stuff. Also if there is a study guide try using that.",7,NA,NA,"I am not the best at taking tests either, but I would advise you do not try to memorize everything and just try to remember the important stuff. Also if there is a study guide try using that.",NA,NA,4,6,4,1,7,1,3,7,4,4,5,2,3,4,7,4,5,3,4,5,4,2,4,4,5,5,5,5,5,3,3,3,3,4,4,4.2,5,4,3.5,7,1,33,5,"Strategy",0,1,1,0,0.5,0,1,1,0,1,0.5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,4,NA,NA,5,NA,NA,2,NA,4,5,2
"83",118,NA,NA,"I would tell Amelia she needs to pay attention during class. Also, I would tell her that she study at home for at least half an hour so she can do well on the next test. I'd even offer to help Amelia study during my free time.",11,NA,NA,NA,NA,"I would tell Amelia she needs to pay attention during class. Also, I would tell her that she study at home for at least half an hour so she can do well on the next test. I'd even offer to help Amelia study during my free time.",NA,NA,5,5,6,1,2,2,1,5,3,3,4,2,4,4,3,4,6,6,4,4,5,2,4,5,5,6,5,3,3,4,3,3,4,3,3,4.4,5.33333333333333,3.25,3.25,11,1,28,3,"Effort",1,0,0,0.5,0,0,0,0,1,0,0.1,1,0,0,1,2,2,1,1,1,0,0,0,2,2,0,0,2,2,3,0,0,NA,NA,1,NA,NA,2,NA,NA,2,1,2,2
"84",120,"I would join a study group. I'd review the notes and rewrite the chapter that was discussed. I'd ask if the lesson could be recorded so I could listen to it again.",8,NA,NA,NA,NA,NA,NA,"I would join a study group. I'd review the notes and rewrite the chapter that was discussed. I'd ask if the lesson could be recorded so I could listen to it again.",NA,NA,2,3,5,3,2,5,2,7,6,2,3,6,7,5,7,3,3,4,3,3,3,5,3,4,2,3,2,3,2,3,3,2,2,3,2,3.2,2.33333333333333,2.75,2.25,8,2,34,4,"Aptitude",0,0,NA,0.5,1,0,1,1,0,0,0.5,1,1,1,2,2,2,1,1,1,0,0,0,2,1,1,1,1,2,4,1,1,2,NA,NA,3,NA,NA,5,NA,NA,2,3,5
"85",121,NA,NA,NA,NA,"I would recommend taking notes how she usually does. Then she should take those notes and re-write them and arrange them in a way that she finds easier to learn. Possibly try to make a story out of it in a way by giving it a flow that helps her remember everything easier.",7,NA,NA,"I would recommend taking notes how she usually does. Then she should take those notes and re-write them and arrange them in a way that she finds easier to learn. Possibly try to make a story out of it in a way by giving it a flow that helps her remember everything easier.",NA,NA,1,1,2,1,5,1,1,7,4,1,5,2,5,6,7,7,7,6,3,4,4,2,5,5,5,5,6,4,4,3,3,3,4,4,3,4.2,5.33333333333333,3.5,3.5,7,1,36,3,"Strategy",0,1,1,1,1,0.5,1,1,0,0,0.7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,1,NA,NA,5,NA,NA,2,NA,1,5,2
"86",122,NA,NA,"I would tell Amelia that she need to review all her notes and update them accordingly.  She also needs to make it a point to pay special attention to her class and possibly approach her instructor for additional clarification on subject matter that she is not understanding.  Overall, her efforts need to be ramped up to the highest possible degree.",11,NA,NA,NA,NA,"I would tell Amelia that she need to review all her notes and update them accordingly.  She also needs to make it a point to pay special attention to her class and possibly approach her instructor for additional clarification on subject matter that she is not understanding.  Overall, her efforts need to be ramped up to the highest possible degree.",NA,NA,1,4,4,1,7,1,1,7,2,2,6,2,6,7,7,6,7,5,5,5,5,2,5,5,7,7,7,5,5,5,5,5,5,5,5,5,7,5,5,11,1,34,6,"Effort",1,0,0,0.5,0.5,0,1,1,1,0,0.4,1,1,1,2,3,2,1,0,1,0,0,0,2,2,0,1,2,3,4,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"87",123,NA,NA,NA,NA,"You need to use better study strategies, dont try to memorize everything just find key components to study.",10,NA,NA,"You need to use better study strategies, dont try to memorize everything just find key components to study.",NA,NA,1,2,3,1,4,2,1,7,1,1,4,2,6,4,6,7,7,7,5,5,5,2,5,5,7,7,7,4,5,4,4,4,4,4,4,5,7,4.25,4,10,1,38,4,"Strategy",0,1,1,0,0,0,0,0,0,1,0.2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,1,NA,NA,4,NA,NA,2,NA,1,4,2
"88",124,NA,NA,"i would urge amelia to review the relevant class materials, and to take better notes in class. if possible, i would advise amelia to talk with the instructor about preparations, and i would also offer to share my notes.",8,NA,NA,NA,NA,"i would urge amelia to review the relevant class materials, and to take better notes in class. if possible, i would advise amelia to talk with the instructor about preparations, and i would also offer to share my notes.",NA,NA,2,3,4,2,7,1,2,7,2,3,5,1,7,7,6,7,1,7,3,4,3,4,3,3,4,4,6,3,4,3,3,3,2,3,3,3.2,4.66666666666667,3.25,2.75,8,1,41,4,"Effort",1,0,0,0,0,0.5,1,1,1,0,0.3,0,1,0,1,1,1,2,2,2,1,0,0,0,1,0,0,1,1,3,0,0,NA,NA,2,NA,NA,7,NA,NA,1,2,7,1
"89",125,NA,NA,"I would think about the most effective strategy for her specific situation, as opposed to what would work for me, and would advise her based on that. Given the limited information above, it sounds like Amelia might have trouble staying focused on class materials for a long stretch of time. As such, I'd advise that she study things in short bursts, even as short as 5 or 10 minutes, with breaks in between. After that phase of studying, I would recommend she answer practice test questions to identify which areas are giving her the most trouble, and then continue doing short study rounds on those topics. I would emphasize breaks and relaxing between bouts of studying, because it might make the prospect of putting in a lot of time and effort less stressful for someone who has not done it previously.",6,NA,NA,NA,NA,"I would think about the most effective strategy for her specific situation, as opposed to what would work for me, and would advise her based on that. Given the limited information above, it sounds like Amelia might have trouble staying focused on class materials for a long stretch of time. As such, I'd advise that she study things in short bursts, even as short as 5 or 10 minutes, with breaks in between. After that phase of studying, I would recommend she answer practice test questions to identify which areas are giving her the most trouble, and then continue doing short study rounds on those topics. I would emphasize breaks and relaxing between bouts of studying, because it might make the prospect of putting in a lot of time and effort less stressful for someone who has not done it previously.",NA,NA,1,2,6,1,7,1,1,7,4,1,6,1,7,7,7,7,1,1,2,2,3,3,3,2,6,3,3,5,5,3,1,5,5,5,5,2.4,4,3.5,5,6,2,30,5,"Effort",1,0,0,1,1,1,1,1,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,NA,1,NA,NA,7,NA,NA,1,1,7,1
"90",126,NA,NA,NA,NA,"To listen intently to what the teacher is saying and then study the books for further insight and clues.",11,NA,NA,"To listen intently to what the teacher is saying and then study the books for further insight and clues.",NA,NA,1,6,1,1,7,1,1,7,1,1,7,1,7,7,7,6,7,7,5,5,5,1,5,5,7,7,7,5,5,5,5,5,5,5,5,5,7,5,5,11,1,38,5,"Strategy",0,1,1,0.5,0,0,0,0,0,0,0.1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"91",127,"I guess I would try to ask her how she studied for the last test and what she felt worked and what she felt did not work. I would tell her about my study routine, and ask her if she feels like my routine might work for her. I would then try to give her other study methods that I think might work, and try to create a sort of personalized study routine for her, and give her tips on taking tests in general, and maybe some advice on where to get more information or lectures about the subject online.",10,NA,NA,NA,NA,NA,NA,"I guess I would try to ask her how she studied for the last test and what she felt worked and what she felt did not work. I would tell her about my study routine, and ask her if she feels like my routine might work for her. I would then try to give her other study methods that I think might work, and try to create a sort of personalized study routine for her, and give her tips on taking tests in general, and maybe some advice on where to get more information or lectures about the subject online.",NA,NA,1,2,7,1,7,4,4,7,4,1,7,2,7,4,7,7,7,6,3,3,3,3,2,3,3,3,2,5,5,5,4,3,3,3,3,2.8,2.66666666666667,4.75,3,10,1,23,5,"Aptitude",0,0,NA,1,0.5,1,1,1,0,0,0.7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,1,NA,NA,2,NA,NA,7,NA,NA,1,2,7
"92",128,NA,NA,"I would advise them to practice more and spend more time on learning the materials. She should pick up the slack and I would explain that to her directly that her grades are a direct result of her efforts.",10,NA,NA,NA,NA,"I would advise them to practice more and spend more time on learning the materials. She should pick up the slack and I would explain that to her directly that her grades are a direct result of her efforts.",NA,NA,1,2,6,2,4,3,1,6,4,3,4,2,7,7,7,4,5,3,4,3,3,2,3,3,5,5,5,3,4,3,3,4,4,4,4,3.2,5,3.25,4,10,1,38,5,"Effort",1,0,0,1,0,0,0,0,0,0,0.2,0,0,0,2,3,3,0,0,0,0,0,0,3,1,3,0,0,0,3,0,1,NA,NA,2,NA,NA,4,NA,NA,3,2,4,3
"93",130,NA,NA,"I would advise her to pay attention during class and take notes. Go over the materials each night so they're easier to remember. Before the test, read over the materials and notes one last time, paying special attention to the areas you've had trouble with.",9,NA,NA,NA,NA,"I would advise her to pay attention during class and take notes. Go over the materials each night so they're easier to remember. Before the test, read over the materials and notes one last time, paying special attention to the areas you've had trouble with.",NA,NA,1,3,3,1,5,3,1,7,4,2,5,2,7,7,7,7,5,4,3,3,4,2,3,3,5,6,6,4,4,3,2,3,4,3,3,3.2,5.66666666666667,3.25,3.25,9,2,39,5,"Effort",1,0,0,1,1,1,0,1,0,1,1,2,2,2,1,1,1,0,0,0,1,1,1,1,2,1,3,0,2,4,1,1,NA,NA,1,NA,NA,5,NA,NA,3,1,5,3
"94",131,NA,NA,NA,NA,"I would advise her to get a group together to go over the information together. I believe that working with others is probably the best method of learning difficult material, as each person in the group brings something that the others lack to the table. If she couldn't find a group to study with, then instead I'd advise her to try a different way of tackling the subject matter. First break down the material into different parts to make it easier for her. Next, go over each part until you understand what the information means. She shouldn't just try to remember information, she should try to understand the meaning behind it. It'll be easier if she breaks it into smaller parts as the material won't seem overwhelming.",7,NA,NA,"I would advise her to get a group together to go over the information together. I believe that working with others is probably the best method of learning difficult material, as each person in the group brings something that the others lack to the table. If she couldn't find a group to study with, then instead I'd advise her to try a different way of tackling the subject matter. First break down the material into different parts to make it easier for her. Next, go over each part until you understand what the information means. She shouldn't just try to remember information, she should try to understand the meaning behind it. It'll be easier if she breaks it into smaller parts as the material won't seem overwhelming.",NA,NA,2,5,2,1,7,1,4,7,4,2,6,3,5,7,7,4,2,2,3,3,3,3,3,4,5,5,4,4,3,3,2,4,4,4,4,3.2,4.66666666666667,3,4,7,1,33,4,"Strategy",0,1,1,1,1,1,1,1,0,0,0.8,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,NA,2,NA,NA,6,NA,NA,3,NA,2,6,3
"95",132,NA,NA,NA,NA,"You have to focus on the essence of your study material. Without grasping the ideas which are behind those words you write down and memorize, the entire process of attending classes becomes frivolous.",9,NA,NA,"You have to focus on the essence of your study material. Without grasping the ideas which are behind those words you write down and memorize, the entire process of attending classes becomes frivolous.",NA,NA,4,5,3,3,7,1,4,7,3,5,6,1,4,7,4,7,2,6,4,4,4,2,4,4,6,6,6,5,5,4,5,4,4,4,4,4,6,4.75,4,9,1,23,5,"Strategy",0,1,1,1,0,0,0,0,0,1,0.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,5,NA,NA,6,NA,NA,1,NA,5,6,1
"96",133,NA,NA,NA,NA,"Please keep in mind that this isn't a criticism, only an observation: rote memorization does not work. I noticed that you furiously take notes in class and try to cram as much material as possible before exams, but this isn't the right way to apply knowledge. You end up regurgitating what you're told without fully understanding the reasoning behind it. Instead of trying to memorize material, try applying it. Once you understand the underlying principle behind what you're being taught, you'll be better able to use it, leading to better results on tests. You already know the professor won't be repeating the same lecture materials on test, so try to actually use what you're being taught instead of just memorizing it.",7,NA,NA,"Please keep in mind that this isn't a criticism, only an observation: rote memorization does not work. I noticed that you furiously take notes in class and try to cram as much material as possible before exams, but this isn't the right way to apply knowledge. You end up regurgitating what you're told without fully understanding the reasoning behind it. Instead of trying to memorize material, try applying it. Once you understand the underlying principle behind what you're being taught, you'll be better able to use it, leading to better results on tests. You already know the professor won't be repeating the same lecture materials on test, so try to actually use what you're being taught instead of just memorizing it.",NA,NA,2,4,2,1,7,1,4,7,3,4,7,1,7,7,7,6,7,5,4,3,4,2,4,4,5,4,4,4,4,3,2,2,4,3,2,3.8,4.33333333333333,3.25,2.75,7,1,32,5,"Strategy",0,1,1,1,0,1,0,0,0,1,0.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,4,NA,NA,7,NA,NA,1,NA,4,7,1
"97",134,NA,NA,NA,NA,"I was an awful student. So, with that in mind, my best piece of advice to Amelia would be ""go ask someone else"". Seriously. Beyond that the only advice I could offer is to see if there are useful tips on the internet, or, if all else fails... to cheat.",1,NA,NA,"I was an awful student. So, with that in mind, my best piece of advice to Amelia would be ""go ask someone else"". Seriously. Beyond that the only advice I could offer is to see if there are useful tips on the internet, or, if all else fails... to cheat.",NA,NA,1,1,7,1,7,1,1,7,4,1,7,1,7,7,7,7,7,7,3,3,3,3,3,3,6,6,6,4,5,3,1,3,4,4,3,3,6,3.25,3.5,1,1,43,4,"Strategy",0,1,1,0.5,0,0,1,1,1,0,0.3,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,3,1,0,NA,1,NA,NA,7,NA,NA,1,NA,1,7,1
"98",136,"I would suggest to Amelia that she record all lectures, so she can listen to them again at home. She should write the most important facts and read those several times. She should write questions that are likely to be on the test, wait for awhile, and then try to answer the questions without looking at her notes.",9,NA,NA,NA,NA,NA,NA,"I would suggest to Amelia that she record all lectures, so she can listen to them again at home. She should write the most important facts and read those several times. She should write questions that are likely to be on the test, wait for awhile, and then try to answer the questions without looking at her notes.",NA,NA,2,4,4,4,7,1,1,7,3,3,5,1,7,7,7,7,5,5,4,4,4,2,4,4,3,2,2,3,3,4,3,4,4,4,4,4,2.33333333333333,3.25,4,9,2,61,5,"Aptitude",0,0,NA,0.5,1,0,1,1,0,1,0.7,2,3,2,1,1,1,0,0,0,0,0,1,1,0,1,3,0,2,4,1,1,2,NA,NA,4,NA,NA,4,NA,NA,2,4,4
"99",137,"I would talk to her about the material to see how much she understands. If I am familiar with the subject I would try to help her as much as I could. Offer tips and tell her to keep studying and not get discouraged.",9,NA,NA,NA,NA,NA,NA,"I would talk to her about the material to see how much she understands. If I am familiar with the subject I would try to help her as much as I could. Offer tips and tell her to keep studying and not get discouraged.",NA,NA,2,7,6,1,2,1,1,7,3,1,7,1,4,5,7,7,7,7,5,4,4,4,5,4,6,5,5,5,5,3,3,3,4,4,5,4.4,5.33333333333333,4,4,9,1,31,5,"Aptitude",0,0,NA,0.5,0,1,0,0,0,0,0.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,NA,NA,7,NA,NA,6,NA,NA,2,7,6
"100",138,NA,NA,"Study often in short bursts, versus studying all at once trying to cram it in. Read those notes you need to read before every class (big test coming up? before all your courses, read notes for that big test), and whenever you can find the time. Intense studying can be helpful, but should be a supplement to these frequent bursts of studying.",9,NA,NA,NA,NA,"Study often in short bursts, versus studying all at once trying to cram it in. Read those notes you need to read before every class (big test coming up? before all your courses, read notes for that big test), and whenever you can find the time. Intense studying can be helpful, but should be a supplement to these frequent bursts of studying.",NA,NA,4,4,4,2,5,4,2,6,5,4,5,3,5,4,6,6,3,4,3,3,3,3,3,4,5,5,5,3,3,2,2,2,2,3,2,3.2,5,2.5,2.25,9,1,23,5,"Effort",1,0,0,0.5,0.5,0,0,0,0,0,0.2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,NA,NA,2,NA,NA,5,NA,NA,4,2,5,4
"101",139,"I would advise that Amelia spreads out her studying across more days and maybe tries a different approach. Try getting a tutor and learning from someone else and maybe it will stick.",3,NA,NA,NA,NA,NA,NA,"I would advise that Amelia spreads out her studying across more days and maybe tries a different approach. Try getting a tutor and learning from someone else and maybe it will stick.",NA,NA,4,4,4,5,5,5,5,5,5,4,3,5,3,2,2,4,3,4,3,3,4,4,3,3,5,5,4,3,4,3,3,4,4,4,4,3.2,4.66666666666667,3.25,4,3,1,29,5,"Aptitude",0,0,NA,0,0,0,1,1,1,0,0.2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,1,0,4,NA,NA,4,NA,NA,4,NA,NA,4,4,4
"102",141,NA,NA,NA,NA,"I would advise them to spend more time on memorization.  If the material can only be learned by memorizing, she can use flashcards.  I would also physically write a summary of each section in the material.",6,NA,NA,"I would advise them to spend more time on memorization.  If the material can only be learned by memorizing, she can use flashcards.  I would also physically write a summary of each section in the material.",NA,NA,1,3,1,1,2,1,1,5,2,6,3,6,7,1,1,1,2,1,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4.66666666666667,5,4,6,1,39,5,"Strategy",0,1,1,1,1,1,1,1,0,0,0.8,2,2,2,1,1,1,0,0,0,0,0,0,1,1,0,2,1,3,3,1,0,NA,6,NA,NA,3,NA,NA,6,NA,6,3,6
