Status,Progress,Duration (in seconds),Finished,UserLanguage,Q9,Apt advice,Apt expectancy,Effort Advice,Effort Expectancy,Strat Advise,Strat Expectancy,Luck Advise,Luck Expectancy,Apt Out,Apt Var,Apt Uncon,Effort Out,Effort Var,Effort Uncon,Mood Out,Mood Var,Mood Uncon,Strat Out,Strat Var,Strat Uncon,Luck Out,Luck Var,Luck Uncon,Task Out,Task Var,Task Uncon,SMS1,SMS2,SMS3,SMS4,SMS5,SMS6,SMO1,SMO2,SMO3,MP1,MP2,MP3,MP4,SO1,SO2,SO3,SO4,Gender,Race,Race_4_TEXT,Age,Education,FL_25_DO,FL_26_DO,MonitoringPerformance_DO,SO_DO
Response Type,Progress,Duration (in seconds),Finished,User Language,"We are interested in people's opinions on a set of questions and thus seek your cooperation.  This study will take you about 15-20 minutes.  We respect your confidentiality in your performance and answers. Your responses will not be shared outside the research team. Data analyses will only be performed on de-identified data (i.e. we will remove all identifiers before analyzing the data in aggregate).  If you would like to speak to someone about this experiment, you may email the Researcher, Dennis Teo (e0003067@u.nus.edu).   If you consent to participate in this survey, please click on the button below to indicate your consent and proceed to the next page.","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?","In the box below, please describe how you would advise your friend on the above issue.","If Amelia followed your advice, how likely do you think she would improve on the upcoming test?",To what extent does aptitude reside inside or outside you?,To what extent does aptitude change over time?,To what extent is aptitude controllable by you and other people?,To what extent does effort reside inside or outside you?,To what extent does effort change over time?,To what extent is effort controllable by you and other people?,To what extent does mood reside inside or outside you?,To what extent does mood change over time?,To what extent is mood controllable by you and other people?,To what extent does strategy reside inside or outside you?,To what extent does strategy change over time?,To what extent is strategy controllable by you and other people?,To what extent does luck reside inside or outside you?,To what extent does luck change over time?,To what extent is luck controllable by you and other people?,To what extent does task difficulty reside inside or outside you?,To what extent does task difficulty change over time?,To what extent is task difficulty controllable by you and other people?,"In moments when you feel challenged, how often do you ask yourself: ""What are things I can do to make myself better at this?""","When you are struggling with something, how often do you ask yourself: ""What can I do to help myself?""","Whenever something feels difficult, how often do you ask yourself: ""What can I do to get better at this?""","When you are stuck on something, how often do you give up on finding ways to help yourself?""","Whenever you feel like you are not making progress, how often do you ask yourself: ""Is there a better way of doing this?""","Whenever you feel frustrated with something, how often do  you ask yourself: ""How can I do this better?""","How much do you believe that you must always keep an eye out for new strategies, even when everything is going well?","How strongly do you believe that you need to constantly be thinking of different ways to approach a problem, even when things are going smoothly?","How important is it to keep searching for different ways of doing things, even when you have already found a solution?","When you are in the middle of solving a problem, how often do you think: ""How much progress have I made so far?""","When you are working towards a goal, how often do you think to yourself: ""How close am I to the objective?""","When you are performing a task, how often do you ask yourself:""At this point, am I on the right track?""","When you are working on a project, how often do you ask yourself:""How well am I coping with this so far?""","In your opinion, how often do you demonstrate strategy?","In your opinion, how often do you engage in planning?","In your opinion, how often do you think of strategies?","In your opinion, how often do you apply strategy?",What is your gender?,What is your race/ ethnicity? You may select more than one if you identify with more than one. - Selected Choice,"What is your race/ ethnicity? You may select more than one if you identify with more than one. - Other, please specify - Text","What is your age in years, as of 1st January 2018?","In your own schooling, what is the highest degree you have received?",FL_25 - Block Randomizer - Display Order,FL_26 - Block Randomizer - Display Order,Monitoring Performance - Display Order,SO - Display Order
"{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID8""}","{""ImportId"":""QID102_TEXT""}","{""ImportId"":""QID103""}","{""ImportId"":""QID110_TEXT""}","{""ImportId"":""QID111""}","{""ImportId"":""QID116_TEXT""}","{""ImportId"":""QID117""}","{""ImportId"":""QID119_TEXT""}","{""ImportId"":""QID120""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID26""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID66""}","{""ImportId"":""QID122""}","{""ImportId"":""QID123""}","{""ImportId"":""QID124""}","{""ImportId"":""QID130""}","{""ImportId"":""QID131""}","{""ImportId"":""QID132""}","{""ImportId"":""QID32""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID35""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID74""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID80""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID85""}","{""ImportId"":""QID86""}","{""ImportId"":""QID87""}","{""ImportId"":""QID90""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID11_4_TEXT""}","{""ImportId"":""QID12_TEXT""}","{""ImportId"":""QID13""}","{""ImportId"":""FL_25_DO""}","{""ImportId"":""FL_26_DO""}","{""ImportId"":""BL_9H7Joi0JCYVbrzn_DO""}","{""ImportId"":""BL_00PGE35kTuGHzbT_DO""}"
0,100,542,1,EN,1,,,,,,,"I would first ask her if she thinks she might have another stomachache for the test again, and if she did, then I'd recommend bringing some Tums or another medicine to help with how she feels. It's important to manage those symptoms, after all.  Other than that, I would just advise her to study, study, study. Maybe I'd show her the ropes on how to use Anki, a spaced repetition flashcard program, in order to help her memorize everything that she needs to know. But aside from all of that, I don't know what other advice to give.",9,3,7,3,1,7,1,2,7,4,1,7,1,7,7,7,7,4,5,3,3,3,4,3,3,4,4,5,4,4,4,2,3,2,3,3,1,1,,31,5,LuckScenario_Other,MoodDimensions|LuckDimensions|EffortDimensions|StrategyDimensions|AptitudeDimensions|TaskDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO4|SO1|SO2|SO3
0,100,157,1,EN,1,,,,,She should focus less on memorizing and try and actually under stand what is going on. Its easier to learn hands on. ,9,,,5,3,2,5,4,4,3,5,5,5,4,4,7,5,5,5,5,4,4,3,5,3,5,3,6,4,6,5,1,1,2,5,3,3,4,1,1,,24,4,StrategyScenario_Other,AptitudeDimensions|MoodDimensions|EffortDimensions|StrategyDimensions|TaskDimensions|LuckDimensions,Q80|MP2|MP3|MP4|MP1,Q90|SO1|SO4|SO3|SO2
0,100,538,1,EN,1,,,,,You need think about the material and not just memorize it. It would be good if you could discuss it with someone else. ,10,,,2,3,3,1,2,1,3,6,3,3,5,3,6,7,4,5,3,7,3,4,2,3,4,3,4,3,3,3,2,4,3,3,3,3,4,1,1,,71,4,StrategyScenario_Other,TaskDimensions|EffortDimensions|StrategyDimensions|MoodDimensions|LuckDimensions|AptitudeDimensions,Q80|MP1|MP3|MP4|MP2,Q90|SO1|SO4|SO2|SO3
0,100,404,1,EN,1,,,,,,,I would advise Amelia to be better prepared. She should study more and try and get a good nights rest beforehand.,11,1,2,6,1,3,2,1,7,3,2,7,2,7,7,7,7,4,7,4,4,4,3,5,4,2,2,1,4,4,3,3,3,4,3,3,1,1,,45,4,LuckScenario_Other,EffortDimensions|LuckDimensions|AptitudeDimensions|MoodDimensions|StrategyDimensions|TaskDimensions,Q80|MP2|MP1|MP4|MP3,Q90|SO4|SO3|SO1|SO2
0,100,561,1,EN,1,,,,,,,"First off, I don't believe in luck. I would advise Amelia to try to identify why she got sick. Did she eat something that didn't agree with her. Was she nervous about the test. Then I would tell her to address what could have been the problem before the next test. I would also advise her to talk to her teacher, explain what happen with the previous test and find out if her teacher has any advise for her or another option for taking the test if she is not feeling well again.",8,2,5,4,3,4,5,4,7,1,4,5,3,7,7,7,7,7,7,4,3,3,4,5,5,5,5,5,3,4,3,2,4,4,4,4,2,1,,46,4,LuckScenario_Other,MoodDimensions|EffortDimensions|AptitudeDimensions|LuckDimensions|TaskDimensions|StrategyDimensions,Q80|MP1|MP4|MP2|MP3,Q90|SO4|SO2|SO3|SO1
0,100,538,1,EN,1,"First, I would recommend that Amelia should re-exam her study method.  While going over her study method, she would find out what mistakes she has made last time that made her struggle in her class.  She then search for another study methods which would fit best to her.  Also, I would tell her to track her study progress and seek helps immediately when she start struggling with her courses",9,,,,,,,1,3,4,1,5,2,2,7,3,1,5,1,7,7,7,2,3,5,4,4,5,2,5,4,4,4,3,3,4,4,4,5,5,5,5,1,5,,38,5,AptitudeScenario_Other,TaskDimensions|EffortDimensions|MoodDimensions|StrategyDimensions|AptitudeDimensions|LuckDimensions,Q80|MP1|MP3|MP2|MP4,Q90|SO4|SO3|SO1|SO2
0,100,569,1,EN,1,,,"I would gently suggest to her first of all, that she needs to work at this all the time.  Cramming for a test rarely works.  Get interested in the subject, and sometimes what you have to do is ""fake it til you make it"".  Meanwhile, maybe we could study a bit together for the test as long as I see she is putting forth some effort.  ",8,,,,,2,5,3,1,6,1,2,6,2,3,6,2,6,7,7,5,6,1,3,4,3,2,4,3,3,3,4,3,4,3,2,2,3,2,2,2,1,,54,5,EffortScenario_Other,AptitudeDimensions|StrategyDimensions|MoodDimensions|EffortDimensions|LuckDimensions|TaskDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO3|SO2|SO4|SO1
0,100,362,1,EN,1,"I would suggest for her to figure out a method that helps her learn things easier. Like games help some people learn best, if that's the case, then I would recommend the website Kahoot! for help with learning.",6,,,,,,,3,3,4,3,7,3,1,7,4,3,4,4,4,7,7,1,4,4,4,5,4,2,5,5,6,6,6,3,3,4,4,4,4,5,4,2,1,,31,5,AptitudeScenario_Other,EffortDimensions|StrategyDimensions|AptitudeDimensions|LuckDimensions|TaskDimensions|MoodDimensions,Q80|MP3|MP4|MP2|MP1,Q90|SO3|SO4|SO1|SO2
0,100,261,1,EN,1,,,,,,,"I would tell her to relax, study before hand so that the stress doesn't accumulate and cause her stomache to hurt. But at the same time if she ate something bad, I would advise her to stick to a basic meal with plenty of nutrients the night before and the morning of.",9,1,6,4,1,7,1,1,7,3,2,5,1,7,7,7,7,5,6,4,5,3,4,3,3,5,6,7,4,3,3,2,3,4,4,3,2,3,,24,4,LuckScenario_Other,EffortDimensions|StrategyDimensions|TaskDimensions|LuckDimensions|MoodDimensions|AptitudeDimensions,Q80|MP4|MP1|MP3|MP2,Q90|SO3|SO1|SO2|SO4
0,100,181,1,EN,1,,,,,,,"I would tell her to avoid whatever foods she had before the last test in case that was the problem, and then to study so she felt more confident.",8,2,3,2,1,3,3,2,4,2,1,3,2,7,7,7,7,1,7,3,3,4,3,5,5,6,6,6,4,3,4,2,4,3,4,4,1,1,,34,5,LuckScenario_Other,MoodDimensions|TaskDimensions|AptitudeDimensions|LuckDimensions|StrategyDimensions|EffortDimensions,Q80|MP2|MP3|MP4|MP1,Q90|SO1|SO4|SO2|SO3
0,100,316,1,EN,1,,,,,,,Make sure to eat right and have nothing that would cause an upset stomach.  Be well rested and studied.,9,1,4,4,1,2,1,1,7,4,1,7,1,7,7,7,7,7,4,5,5,5,5,5,5,7,7,7,5,5,5,5,5,5,5,5,1,1,,37,4,LuckScenario_Other,LuckDimensions|StrategyDimensions|TaskDimensions|EffortDimensions|MoodDimensions|AptitudeDimensions,Q80|MP3|MP4|MP2|MP1,Q90|SO3|SO2|SO1|SO4
0,100,449,1,EN,1,,,First of all pay attention in class at the very least. This will give you a very good idea of what will be on the test. If necessary take notes during class. Read and reread the course material and your notes immediately before the test so it will be fresh in your mind.,9,,,,,1,4,3,1,4,3,2,4,4,2,4,3,5,5,5,7,1,3,4,4,4,3,4,4,6,6,6,4,4,4,4,3,3,4,3,1,1,,62,4,EffortScenario_Other,EffortDimensions|LuckDimensions|AptitudeDimensions|TaskDimensions|StrategyDimensions|MoodDimensions,Q80|MP2|MP1|MP4|MP3,Q90|SO1|SO4|SO2|SO3
0,100,487,1,EN,1,,,,,,,Be sure to study hard so that you'll be confident about taking the test and won't get worked up about it. Also maybe take some Pepto Bismol before the test.,10,1,2,5,1,5,1,1,7,2,2,4,2,7,6,7,7,2,3,2,2,2,3,3,3,4,4,3,4,4,3,3,4,3,3,4,2,1,,46,5,LuckScenario_Other,LuckDimensions|MoodDimensions|StrategyDimensions|EffortDimensions|AptitudeDimensions|TaskDimensions,Q80|MP2|MP1|MP3|MP4,Q90|SO3|SO1|SO4|SO2
0,100,578,1,EN,1,,,,,"I would recommend to her to maybe record the class lecture on an audio device.  By doing this she can focus on the subject matter in the class.  I would tell her I always learned best when seeing someone go over the material instead of just reading it myself.  If you are taking notes, I have found, then you are not really paying attention to the subject matter and instead just trying to get everything down and not really paying attention to what the material is.  If you have a recording, you can go back and listen again and take notes then.  Hearing the lecture again will then remind her what was being done in the lecture at the time, giving her a mental picture which is always, in my opinion, the best way to remember things.",8,,,2,3,4,2,4,2,2,6,4,3,5,2,7,5,5,5,6,6,4,3,4,3,4,4,5,4,4,3,4,3,3,4,3,3,4,1,1,,42,4,StrategyScenario_Other,MoodDimensions|LuckDimensions|TaskDimensions|StrategyDimensions|EffortDimensions|AptitudeDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO1|SO2|SO4|SO3
0,100,565,1,EN,1,,,,,,,"First get a lot of rest the night before, eat moderately in the morning.  I find meditation a half hour before taking tests calms my nerves.  And sometimes right before tests.  If you get frazzled during the test take deep breaths.  ",10,5,7,5,1,7,1,1,6,1,2,7,1,6,6,7,4,7,1,4,4,4,2,3,4,6,5,5,3,3,5,2,4,5,4,5,2,1,,55,4,LuckScenario_Other,LuckDimensions|StrategyDimensions|TaskDimensions|MoodDimensions|EffortDimensions|AptitudeDimensions,Q80|MP3|MP4|MP1|MP2,Q90|SO2|SO3|SO1|SO4
0,100,371,1,EN,1,,,,,,,Make sure you don't eat anything unusual the day of and the day before the test. Also study hard as usual and you should do well.,9,2,4,4,2,4,2,2,6,3,2,5,2,7,7,7,6,6,6,4,4,4,2,4,4,6,6,5,5,4,4,4,3,3,3,3,2,1,,23,5,LuckScenario_Other,MoodDimensions|EffortDimensions|LuckDimensions|StrategyDimensions|TaskDimensions|AptitudeDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO1|SO3|SO2|SO4
0,100,611,1,EN,1,I would ask her to study with me and that I will help her on the topics so as she has a better understanding as well as get more information and study time in.,9,,,,,,,2,5,1,3,5,1,1,5,1,4,4,1,7,4,7,4,6,3,4,3,5,2,4,4,4,3,5,4,5,4,3,3,5,3,4,2,1,,34,4,AptitudeScenario_Other,EffortDimensions|AptitudeDimensions|TaskDimensions|MoodDimensions|StrategyDimensions|LuckDimensions,Q80|MP2|MP1|MP3|MP4,Q90|SO1|SO2|SO3|SO4
0,100,601,1,EN,1,,,I would first let her know that studying is very important and paying attention class would help alot. I would then ask if she has concentration issues and ask what her diet is. I would also like to know if she has been exercising. After taking these steps I would have her let me know if her concentration gets better.,9,,,,,4,2,3,4,2,3,2,5,2,3,2,6,4,6,2,5,2,3,4,2,3,1,2,4,3,2,5,2,4,3,3,3,3,2,3,1,1,,23,3,EffortScenario_Other,LuckDimensions|AptitudeDimensions|MoodDimensions|TaskDimensions|EffortDimensions|StrategyDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO3|SO4|SO2|SO1
0,100,350,1,EN,1,,,"I would advise her to write note cards.  I would tell her to look over her notes and go over chapters or materials from class.  Write out the note cards, then study them.  ",11,,,,,5,7,1,1,5,2,2,7,3,2,5,2,7,7,7,5,7,5,4,3,4,3,5,4,4,4,3,4,5,4,3,4,5,4,4,2,1,,35,5,EffortScenario_Other,AptitudeDimensions|EffortDimensions|LuckDimensions|StrategyDimensions|TaskDimensions|MoodDimensions,Q80|MP3|MP4|MP2|MP1,Q90|SO1|SO2|SO3|SO4
0,100,86,1,EN,1,,,,,,,TO BE CONFIDENT IN HER SELF AND NOT WORRY ABOUT IT ,11,7,7,2,7,6,7,7,7,3,6,7,4,7,6,3,7,6,3,3,3,3,2,1,3,2,1,2,3,4,2,2,4,4,2,3,1,1,,23,3,LuckScenario_Other,EffortDimensions|AptitudeDimensions|StrategyDimensions|MoodDimensions|TaskDimensions|LuckDimensions,Q80|MP1|MP3|MP2|MP4,Q90|SO3|SO2|SO4|SO1
0,100,240,1,EN,1,I'd tell her to study more. I'd tell her to make an outline of the important topics that will be tested on and to break them down into subgroups and try to understand the material rather than just memorize things. I'd be positive and supportive but also let her know nicely that this area of study might not suit her. ,4,,,,,,,6,5,6,2,5,1,1,7,2,6,5,2,7,7,7,7,7,4,3,4,3,2,3,4,5,3,2,5,4,4,2,3,4,3,4,1,1,,44,5,AptitudeScenario_Other,AptitudeDimensions|LuckDimensions|StrategyDimensions|MoodDimensions|EffortDimensions|TaskDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO2|SO3|SO1|SO4
0,100,382,1,EN,1,,,,,"If you’re asked that question in a job interview, the bottom line is that you have to walk the fine line between confidence and arrogance. You have to come up with something to get the advantage and you only have one chance to put your best traits forward",10,,,6,7,6,5,6,5,6,7,6,6,6,6,4,3,2,3,6,5,3,2,3,5,4,3,7,6,7,3,3,5,4,4,5,5,4,1,1,,47,6,StrategyScenario_Other,MoodDimensions|AptitudeDimensions|StrategyDimensions|TaskDimensions|EffortDimensions|LuckDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO2|SO1|SO3|SO4
0,100,654,1,EN,1,,,,,,,I would advise her to sleep well. eat a light meal before the exam and meditate as well. It may calm her nerves for the test. ,6,2,2,2,1,5,1,1,6,4,4,4,4,4,4,4,6,6,6,4,4,4,2,4,4,6,6,6,3,3,4,3,4,3,4,4,2,1,,32,5,LuckScenario_Other,AptitudeDimensions|StrategyDimensions|TaskDimensions|EffortDimensions|MoodDimensions|LuckDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO2|SO3|SO1|SO4
0,100,685,1,EN,1,"I would advise Amelia to take some time to reconfigure her strategy. Every person has at least one topic which they are not good at, and in order to do well the study method must be changed accordingly. If she struggles to understand the materials I would say it might be best to first approach the teacher/professor and ask if they have time to help or extra materials or suggestions to better learn the material. Then I would start at the very beginning of the materials relevant to the test and try to approach it as if you were teaching to another person. Putting aside your embarrassment and asking a friend or parent to be your 'student' will help you to understand the material more deeply. If you can explain the material to someone who has not taken the class and does not know the topic, then you can say you know the material well enough.",9,,,,,,,3,2,3,3,7,1,1,4,2,2,7,1,6,7,5,5,3,4,5,4,4,2,5,5,6,7,5,4,4,5,3,5,4,4,4,1,1,,26,5,AptitudeScenario_Other,EffortDimensions|MoodDimensions|AptitudeDimensions|StrategyDimensions|LuckDimensions|TaskDimensions,Q80|MP1|MP4|MP3|MP2,Q90|SO1|SO4|SO3|SO2
0,100,552,1,EN,1,,,,,I would tell her to take minimal notes but take the notes that she will remember the most.  I wouldn't stick with just the books but would do my own online research from the notes I took.  ,9,,,1,4,2,1,4,3,3,7,4,1,6,2,6,6,6,6,5,4,3,3,3,2,2,3,5,4,4,3,4,2,2,2,3,3,3,2,1,,42,3,StrategyScenario_Other,LuckDimensions|StrategyDimensions|MoodDimensions|EffortDimensions|AptitudeDimensions|TaskDimensions,Q80|MP2|MP4|MP3|MP1,Q90|SO1|SO4|SO3|SO2
0,100,246,1,EN,1,,,"I would let her know that it might help to be a bit more present during class, and make sure she is adding to her study materials with the things we are covering in class. I'd offer to meet up with her after class and help her arrange the things we'd covered that day in a way that makes it easy to study, and hopefully my enthusiasm and a social connection would encourage her to try a bit harder.",9,,,,,4,7,1,2,7,1,1,7,4,4,7,1,4,7,7,7,2,6,3,1,5,3,5,4,6,5,5,4,1,3,2,3,3,3,3,2,1,,26,4,EffortScenario_Other,StrategyDimensions|MoodDimensions|AptitudeDimensions|LuckDimensions|EffortDimensions|TaskDimensions,Q80|MP2|MP1|MP4|MP3,Q90|SO2|SO4|SO1|SO3
0,100,541,1,EN,1,,,,,,,She was not well and she would not the exam.,7,5,4,5,5,4,6,5,4,5,5,4,5,5,4,5,5,4,5,2,3,4,2,3,2,6,4,5,2,3,3,2,3,4,3,4,2,1,,49,5,LuckScenario_Other,TaskDimensions|StrategyDimensions|MoodDimensions|EffortDimensions|AptitudeDimensions|LuckDimensions,Q80|MP1|MP2|MP4|MP3,Q90|SO4|SO1|SO2|SO3
0,100,719,1,EN,1,,,,,,,"I would ask her about the source of the stomachache and advise her to go to the school health services she thought they might be able to help her control her stomach issues. If she had an illness or some sort of psychological issue, I would advise her to have health services help her approach the teacher and get some sort of accommodation should this be likely to happen again. Beyond that, I would offer to help her prepare for the next test so that we could make sure she was rested, relaxed, and ready.",8,2,3,4,2,4,2,1,6,5,1,4,2,7,7,1,7,6,4,4,5,4,3,4,4,6,6,5,4,4,3,3,3,4,3,3,1,1,,42,6,LuckScenario_Other,LuckDimensions|EffortDimensions|StrategyDimensions|TaskDimensions|MoodDimensions|AptitudeDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO4|SO3|SO2|SO1
0,100,668,1,EN,1,,,Read all of the material that the test will be based on at least three times. Write down anything that is unclear to you after doing the reading. Make an appointment with the professor and go over the things that you don't understand with them. Ask them for suggestions on how to understand their topic better. Go to the library and see if there is a study group for this course that you could join. Ask the librarian for tips on how to take good notes in class. There are probably a few books on that that you could check-out. All of this should improve your grade.,10,,,,,2,5,5,1,6,1,1,7,1,4,6,2,7,7,7,5,5,4,5,5,4,2,5,4,6,6,6,3,4,4,5,3,4,3,3,2,1,,66,6,EffortScenario_Other,AptitudeDimensions|EffortDimensions|MoodDimensions|StrategyDimensions|LuckDimensions|TaskDimensions,Q80|MP2|MP3|MP1|MP4,Q90|SO2|SO1|SO4|SO3
0,100,250,1,EN,1,,,,,I could help you study if you need some help. I think that trying to memorize everything the teacher is saying isn't really helping you. I can help you find some other way that can get you to learn the material and ace the tests.,9,,,1,5,3,1,5,1,1,7,2,3,7,1,6,6,7,7,5,2,5,5,4,2,4,5,4,5,5,4,5,4,3,4,5,3,4,2,1,,33,5,StrategyScenario_Other,TaskDimensions|LuckDimensions|AptitudeDimensions|MoodDimensions|EffortDimensions|StrategyDimensions,Q80|MP1|MP4|MP3|MP2,Q90|SO4|SO2|SO1|SO3
0,100,223,1,EN,1,,,"You need to put more time into studying and your study materials.  I suggest going back over the topics or chapters to be covered and making detailed notes, then study from those notes.  Give yourself a couple of hours a night if you can.",6,,,,,1,4,4,1,7,1,1,7,4,1,4,4,7,7,7,7,7,7,3,3,3,3,4,4,2,2,4,4,3,4,2,3,3,2,3,2,1,,36,5,EffortScenario_Other,LuckDimensions|EffortDimensions|MoodDimensions|TaskDimensions|StrategyDimensions|AptitudeDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO3|SO4|SO2|SO1
0,100,143,1,EN,1,I would tell her to get a tutor that can work with her one on one and help her understand the material better. ,2,,,,,,,1,2,6,1,7,1,1,7,7,1,7,1,7,7,7,7,7,7,3,3,3,3,3,3,1,1,1,3,4,4,2,4,5,4,4,2,1,,29,5,AptitudeScenario_Other,MoodDimensions|EffortDimensions|StrategyDimensions|AptitudeDimensions|TaskDimensions|LuckDimensions,Q80|MP4|MP1|MP2|MP3,Q90|SO2|SO3|SO4|SO1
0,100,426,1,EN,1,I would ask how she goes about preparing for the test and look to see how well she takes notes.  I would try to target the specific areas of the subject which she is having the most difficulty.  I would try to break the subject matter down further or explain in greater detail to help her better understand the material. I would also recommend that she review different materials presented in different manners or perspectives which may aid in her comprehension.,6,,,,,,,1,5,1,1,7,1,4,7,3,1,7,1,7,7,7,3,7,1,3,3,4,3,5,2,5,5,6,2,4,4,1,3,4,4,4,1,1,,46,5,AptitudeScenario_Other,MoodDimensions|StrategyDimensions|LuckDimensions|AptitudeDimensions|TaskDimensions|EffortDimensions,Q80|MP1|MP4|MP2|MP3,Q90|SO3|SO1|SO2|SO4
0,100,503,1,EN,1,,,You should study a lot. You have to really pay more attention in class. You have to put in the effort. If you want to do well it is hard but you can do it.,9,,,,,2,2,6,1,2,2,1,6,4,2,4,6,6,5,6,6,5,5,3,2,3,2,3,2,2,3,4,3,3,3,2,2,3,3,2,2,1,,44,4,EffortScenario_Other,MoodDimensions|AptitudeDimensions|TaskDimensions|StrategyDimensions|LuckDimensions|EffortDimensions,Q80|MP2|MP1|MP4|MP3,Q90|SO1|SO4|SO2|SO3
0,100,311,1,EN,1,,,,,,,"You should study a lot for the test. Make sure you are eating healthy, taking your vitamins, and washing your hands to avoid illness. Get a good night's sleep before the test. Stay hydrated, but don't drink a lot of liquid in the couple hours before the test, so that you won't have to get up to use the restroom. Try again and I'm sure you'll do great.",10,2,3,2,1,4,2,1,6,4,3,4,2,7,6,7,6,5,6,3,3,4,2,3,3,4,3,2,3,3,3,2,3,4,3,4,1,1,,31,5,LuckScenario_Other,EffortDimensions|MoodDimensions|StrategyDimensions|TaskDimensions|AptitudeDimensions|LuckDimensions,Q80|MP3|MP1|MP2|MP4,Q90|SO4|SO1|SO3|SO2
0,100,736,1,EN,1,"I would advice amelia to study the previous study materials in detail. i would suggest her to try some of the methods i use for myself suc as learning in small chunks, memorizing the most important parts of the study such as dates, names, events (how and why and where they happened), who was involved and so on. if she has been having trouble understanding the overall material, then this would be the perfect method to try, and most importantly she must not memorize everything in one day, she needs to divide the study into several parts. this way she will enoug time to revise the previous old memorization which will make sure that whatever she studied and memorized will stay in her memory for extended period of time. ",9,,,,,,,3,4,1,2,5,3,4,3,1,1,4,2,4,5,4,5,6,2,5,4,4,1,4,5,6,5,4,4,5,5,5,4,4,5,4,2,5,,28,5,AptitudeScenario_Other,TaskDimensions|MoodDimensions|EffortDimensions|StrategyDimensions|LuckDimensions|AptitudeDimensions,Q80|MP4|MP1|MP3|MP2,Q90|SO4|SO3|SO2|SO1
0,100,765,1,EN,1,"Missing values are considered to be the first obstacle in predictive modeling. Hence, it’s important to master the methods to overcome them. Though, some machine learning algorithms claim to treat them intrinsically, but who knows how good it happens inside the ‘black box’.  ",10,,,,,,,6,6,7,7,6,5,6,7,6,5,6,5,7,5,6,7,6,5,4,5,3,4,5,3,7,6,5,5,4,4,4,4,3,5,4,1,7,,33,6,AptitudeScenario_Other,EffortDimensions|MoodDimensions|AptitudeDimensions|LuckDimensions|TaskDimensions|StrategyDimensions,Q80|MP1|MP4|MP2|MP3,Q90|SO1|SO4|SO2|SO3
0,100,807,1,EN,1,,,,,"I would say to organize her study space and good planning, discuss with friends engaging in group studies, and explaining answers to each other. ",10,,,6,6,5,5,4,5,5,6,6,5,5,6,3,5,5,4,5,5,5,4,5,2,3,4,6,5,6,4,4,3,4,4,5,5,4,1,1,,30,5,StrategyScenario_Other,MoodDimensions|LuckDimensions|TaskDimensions|EffortDimensions|StrategyDimensions|AptitudeDimensions,Q80|MP2|MP4|MP1|MP3,Q90|SO2|SO4|SO1|SO3
0,100,370,1,EN,1,I would tell her to make flashcards to help her solidify concepts and definitions in her memory. I would explain to her that memorization is not too difficult as long as she commits to it every day for a half hour. ,11,,,,,,,1,7,1,1,7,1,1,7,1,1,7,1,4,4,4,1,7,1,5,1,1,1,5,1,7,7,7,3,5,3,3,5,5,5,5,1,1,,32,4,AptitudeScenario_Other,MoodDimensions|EffortDimensions|LuckDimensions|StrategyDimensions|AptitudeDimensions|TaskDimensions,Q80|MP4|MP2|MP3|MP1,Q90|SO1|SO2|SO4|SO3
